#node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
MYC,ERBB3,9606.ENSP00000478887,9606.ENSP00000267101,0,0,0,0,0,0,0,0.731,0.731
MYC,RB1,9606.ENSP00000478887,9606.ENSP00000267163,0,0,0,0,0.042,0.594,0,0.736,0.888
MYC,PML,9606.ENSP00000478887,9606.ENSP00000268058,0,0,0,0,0,0.693,0,0.322,0.783
MYC,NCOR1,9606.ENSP00000478887,9606.ENSP00000268712,0,0,0,0,0.055,0.309,0,0.475,0.627
MYC,TP53,9606.ENSP00000478887,9606.ENSP00000269305,0,0,0,0,0.067,0.300,0,0.997,0.997
MYC,ERBB2,9606.ENSP00000478887,9606.ENSP00000269571,0,0,0,0,0,0.166,0,0.870,0.886
MYC,SETDB1,9606.ENSP00000478887,9606.ENSP00000271640,0,0,0,0,0.057,0,0,0.395,0.405
MYC,EGFR,9606.ENSP00000478887,9606.ENSP00000275493,0,0,0,0,0.044,0.103,0,0.866,0.875
MYC,NONO,9606.ENSP00000478887,9606.ENSP00000276079,0,0,0,0,0.072,0.497,0,0.562,0.777
MYC,ATM,9606.ENSP00000478887,9606.ENSP00000278616,0,0,0,0,0.060,0.129,0,0.855,0.871
MYC,MYCN,9606.ENSP00000478887,9606.ENSP00000281043,0,0,0,0.822,0,0.432,0.800,0.458,0.933
MYC,JAZF1,9606.ENSP00000478887,9606.ENSP00000283928,0,0,0,0,0,0,0,0.430,0.430
MYC,MSI2,9606.ENSP00000478887,9606.ENSP00000284073,0,0,0,0,0,0,0,0.578,0.578
MYC,ERCC3,9606.ENSP00000478887,9606.ENSP00000285398,0,0,0,0,0.083,0.402,0,0.903,0.942
MYC,CSF1R,9606.ENSP00000478887,9606.ENSP00000286301,0,0,0,0,0.083,0,0,0.474,0.497
MYC,WIF1,9606.ENSP00000478887,9606.ENSP00000286574,0,0,0,0,0,0,0,0.476,0.476
MYC,BUB1B,9606.ENSP00000478887,9606.ENSP00000287598,0,0,0,0,0.096,0,0,0.400,0.434
MYC,FANCD2,9606.ENSP00000478887,9606.ENSP00000287647,0,0,0,0,0.062,0.305,0,0.367,0.551
MYC,PPARG,9606.ENSP00000478887,9606.ENSP00000287820,0,0,0,0,0.053,0.045,0,0.582,0.588
MYC,KIT,9606.ENSP00000478887,9606.ENSP00000288135,0,0,0,0,0.062,0,0,0.667,0.674
MYC,ARAF,9606.ENSP00000478887,9606.ENSP00000290277,0,0,0,0,0.071,0.169,0,0.430,0.522
MYC,U2AF1,9606.ENSP00000478887,9606.ENSP00000291552,0,0,0,0,0.047,0.161,0,0.321,0.409
MYC,FGFR4,9606.ENSP00000478887,9606.ENSP00000292408,0,0,0,0,0,0.166,0,0.350,0.434
MYC,BAX,9606.ENSP00000478887,9606.ENSP00000293288,0,0,0,0,0.065,0,0,0.400,0.415
MYC,STAT5B,9606.ENSP00000478887,9606.ENSP00000293328,0,0,0,0,0.057,0,0,0.621,0.628
MYC,TAL1,9606.ENSP00000478887,9606.ENSP00000294339,0,0,0,0,0,0.048,0,0.522,0.525
MYC,REL,9606.ENSP00000478887,9606.ENSP00000295025,0,0,0,0,0.069,0.067,0,0.729,0.744
MYC,RPN1,9606.ENSP00000478887,9606.ENSP00000296255,0,0,0,0,0.062,0.329,0,0.167,0.429
MYC,NPM1,9606.ENSP00000478887,9606.ENSP00000296930,0,0,0,0,0.092,0.311,0,0.848,0.896
MYC,RAD21,9606.ENSP00000478887,9606.ENSP00000297338,0,0,0,0,0.068,0.139,0.500,0.668,0.848
MYC,WRN,9606.ENSP00000478887,9606.ENSP00000298139,0,0,0,0,0.062,0,0,0.420,0.433
MYC,TSC1,9606.ENSP00000478887,9606.ENSP00000298552,0,0,0,0,0.057,0.218,0,0.579,0.662
MYC,STAT6,9606.ENSP00000478887,9606.ENSP00000300134,0,0,0,0,0.098,0,0.500,0.476,0.743
MYC,RUNX1,9606.ENSP00000478887,9606.ENSP00000300305,0,0,0,0,0.067,0.181,0,0.626,0.690
MYC,KMT2D,9606.ENSP00000478887,9606.ENSP00000301067,0,0,0,0,0,0,0,0.484,0.484
MYC,SDHAF2,9606.ENSP00000478887,9606.ENSP00000301761,0,0,0,0,0,0,0,0.416,0.416
MYC,MGMT,9606.ENSP00000478887,9606.ENSP00000302111,0,0,0,0,0.048,0,0,0.628,0.630
MYC,MAP2K1,9606.ENSP00000478887,9606.ENSP00000302486,0,0,0,0,0.083,0.186,0,0.614,0.687
MYC,AXIN2,9606.ENSP00000478887,9606.ENSP00000302625,0,0,0,0,0.053,0,0,0.792,0.794
MYC,BCR,9606.ENSP00000478887,9606.ENSP00000303507,0,0,0,0,0.049,0.206,0,0.349,0.465
MYC,SIX2,9606.ENSP00000478887,9606.ENSP00000304502,0,0,0,0,0,0,0,0.545,0.545
MYC,FEN1,9606.ENSP00000478887,9606.ENSP00000305480,0,0,0,0,0.143,0.124,0,0.582,0.659
MYC,PCBP1,9606.ENSP00000478887,9606.ENSP00000305556,0,0,0,0,0.110,0.163,0,0.323,0.451
MYC,BRD3,9606.ENSP00000478887,9606.ENSP00000305918,0,0,0,0,0,0.140,0,0.734,0.761
MYC,IL7R,9606.ENSP00000478887,9606.ENSP00000306157,0,0,0,0,0.104,0,0,0.616,0.641
MYC,TERT,9606.ENSP00000478887,9606.ENSP00000309572,0,0,0,0,0.093,0.293,0,0.885,0.920
MYC,PRKACA,9606.ENSP00000478887,9606.ENSP00000309591,0,0,0,0,0,0.067,0,0.486,0.500
MYC,CASP3,9606.ENSP00000478887,9606.ENSP00000311032,0,0,0,0,0,0,0,0.881,0.881
MYC,PABPC1,9606.ENSP00000478887,9606.ENSP00000313007,0,0,0,0,0.132,0.174,0,0.435,0.560
MYC,NSD3,9606.ENSP00000478887,9606.ENSP00000313983,0,0,0,0,0.055,0.422,0,0.372,0.627
MYC,FOXR1,9606.ENSP00000478887,9606.ENSP00000314806,0,0,0,0,0,0.831,0,0.133,0.847
MYC,NUP98,9606.ENSP00000478887,9606.ENSP00000316032,0,0,0,0,0.058,0.129,0,0.336,0.407
MYC,SUZ12,9606.ENSP00000478887,9606.ENSP00000316578,0,0,0,0,0.042,0.317,0,0.757,0.827
MYC,MET,9606.ENSP00000478887,9606.ENSP00000317272,0,0,0,0,0.050,0.190,0,0.608,0.672
MYC,EZH2,9606.ENSP00000478887,9606.ENSP00000320147,0,0,0,0,0.097,0.742,0,0.940,0.984
MYC,ARID1A,9606.ENSP00000478887,9606.ENSP00000320485,0,0,0,0,0.047,0.174,0,0.581,0.641
MYC,EML4,9606.ENSP00000478887,9606.ENSP00000320663,0,0,0,0,0.059,0.124,0,0.348,0.415
MYC,CALR,9606.ENSP00000478887,9606.ENSP00000320866,0,0,0,0,0.128,0,0,0.432,0.484
MYC,ETV4,9606.ENSP00000478887,9606.ENSP00000321835,0,0,0,0,0.084,0.052,0,0.401,0.434
MYC,POLE,9606.ENSP00000478887,9606.ENSP00000322570,0,0,0,0,0.045,0.166,0,0.348,0.435
MYC,EBF1,9606.ENSP00000478887,9606.ENSP00000322898,0,0,0,0,0.058,0,0,0.628,0.634
MYC,SMC1A,9606.ENSP00000478887,9606.ENSP00000323421,0,0,0,0,0.105,0.187,0.500,0.285,0.705
MYC,SOX2,9606.ENSP00000478887,9606.ENSP00000323588,0,0,0,0,0.045,0,0.400,0.932,0.958
MYC,SMARCE1,9606.ENSP00000478887,9606.ENSP00000323967,0,0,0,0,0.079,0.185,0,0.266,0.400
MYC,PPP2R1A,9606.ENSP00000478887,9606.ENSP00000324804,0,0,0,0,0.048,0.174,0,0.378,0.468
MYC,STK11,9606.ENSP00000478887,9606.ENSP00000324856,0,0,0,0,0.055,0.175,0,0.734,0.774
MYC,CD28,9606.ENSP00000478887,9606.ENSP00000324890,0,0,0,0,0.092,0,0,0.506,0.532
MYC,EIF4A2,9606.ENSP00000478887,9606.ENSP00000326381,0,0,0,0,0.045,0,0,0.480,0.482
MYC,MAF,9606.ENSP00000478887,9606.ENSP00000327048,0,0,0,0,0,0,0,0.506,0.506
MYC,CASP9,9606.ENSP00000478887,9606.ENSP00000330237,0,0,0,0,0,0,0,0.717,0.717
MYC,PDGFB,9606.ENSP00000478887,9606.ENSP00000330382,0,0,0,0,0,0,0,0.505,0.505
MYC,OLIG2,9606.ENSP00000478887,9606.ENSP00000331040,0,0,0,0,0,0,0,0.427,0.427
MYC,IKZF1,9606.ENSP00000478887,9606.ENSP00000331614,0,0,0,0,0.095,0.045,0,0.696,0.714
MYC,IDH2,9606.ENSP00000478887,9606.ENSP00000331897,0,0,0,0,0,0,0,0.571,0.571
MYC,PTCH1,9606.ENSP00000478887,9606.ENSP00000332353,0,0,0,0,0,0,0,0.555,0.555
MYC,SMAD3,9606.ENSP00000478887,9606.ENSP00000332973,0,0,0,0,0.058,0.292,0.500,0.983,0.993
MYC,HSP90AA1,9606.ENSP00000478887,9606.ENSP00000335153,0,0,0,0,0.062,0.606,0,0.939,0.975
MYC,SF3B1,9606.ENSP00000478887,9606.ENSP00000335321,0,0,0,0,0,0.239,0,0.276,0.425
MYC,MEN1,9606.ENSP00000478887,9606.ENSP00000337088,0,0,0,0,0.106,0.292,0,0.603,0.727
MYC,ZBTB16,9606.ENSP00000478887,9606.ENSP00000338157,0,0,0,0,0,0.045,0,0.639,0.640
MYC,EED,9606.ENSP00000478887,9606.ENSP00000338186,0,0,0,0,0.042,0.161,0,0.357,0.438
MYC,HEY1,9606.ENSP00000478887,9606.ENSP00000338272,0,0,0,0,0.061,0,0,0.478,0.489
MYC,FOXO3,9606.ENSP00000478887,9606.ENSP00000339527,0,0,0,0,0.084,0.299,0.540,0.624,0.874
MYC,FGFR3,9606.ENSP00000478887,9606.ENSP00000339824,0,0,0,0,0,0.059,0,0.511,0.520
MYC,MYB,9606.ENSP00000478887,9606.ENSP00000339992,0,0,0,0,0.091,0.292,0,0.695,0.787
MYC,TRIM24,9606.ENSP00000478887,9606.ENSP00000340507,0,0,0,0,0.056,0.164,0,0.368,0.457
MYC,SMARCB1,9606.ENSP00000478887,9606.ENSP00000340883,0,0,0,0,0,0.604,0,0.774,0.906
MYC,SMAD4,9606.ENSP00000478887,9606.ENSP00000341551,0,0,0,0,0.044,0,0.500,0.868,0.931
MYC,ERBB4,9606.ENSP00000478887,9606.ENSP00000342235,0,0,0,0,0,0,0,0.463,0.463
MYC,HOXA9,9606.ENSP00000478887,9606.ENSP00000343619,0,0,0,0,0.055,0,0,0.507,0.514
MYC,ATR,9606.ENSP00000478887,9606.ENSP00000343741,0,0,0,0,0.042,0,0,0.448,0.448
MYC,SMARCA4,9606.ENSP00000478887,9606.ENSP00000343896,0,0,0,0,0.047,0.731,0,0.909,0.974
MYC,NF2,9606.ENSP00000478887,9606.ENSP00000344666,0,0,0,0,0,0.166,0,0.446,0.518
MYC,GATA2,9606.ENSP00000478887,9606.ENSP00000345681,0,0,0,0,0.118,0.051,0,0.526,0.569
MYC,RPL22,9606.ENSP00000478887,9606.ENSP00000346088,0,0,0,0,0.131,0.174,0,0.272,0.432
MYC,HNRNPA2B1,9606.ENSP00000478887,9606.ENSP00000346694,0,0,0,0,0.087,0.180,0,0.656,0.720
MYC,SND1,9606.ENSP00000478887,9606.ENSP00000346762,0,0,0,0,0.067,0.124,0,0.409,0.474
MYC,BLM,9606.ENSP00000478887,9606.ENSP00000347232,0,0,0,0,0.055,0.394,0,0.531,0.708
MYC,RET,9606.ENSP00000478887,9606.ENSP00000347942,0,0,0,0,0,0,0,0.507,0.507
MYC,SFPQ,9606.ENSP00000478887,9606.ENSP00000349748,0,0,0,0,0.044,0.178,0,0.306,0.407
MYC,ELK4,9606.ENSP00000478887,9606.ENSP00000350681,0,0,0,0,0.042,0.052,0,0.526,0.531
MYC,PAX5,9606.ENSP00000478887,9606.ENSP00000350844,0,0,0,0,0.056,0.063,0,0.776,0.784
MYC,NF1,9606.ENSP00000478887,9606.ENSP00000351015,0,0,0,0,0.055,0.124,0,0.603,0.643
MYC,CNOT3,9606.ENSP00000478887,9606.ENSP00000351159,0,0,0,0,0,0,0,0.523,0.523
MYC,CASP8,9606.ENSP00000478887,9606.ENSP00000351273,0,0,0,0,0.067,0.124,0,0.763,0.790
MYC,ARNT,9606.ENSP00000478887,9606.ENSP00000351407,0,0,0,0,0,0.187,0,0.695,0.741
MYC,MAX,9606.ENSP00000478887,9606.ENSP00000351490,0,0,0,0.683,0.047,0.999,0.900,0.987,0.999
MYC,TGFBR2,9606.ENSP00000478887,9606.ENSP00000351905,0,0,0,0,0.055,0.087,0,0.543,0.571
MYC,ELF3,9606.ENSP00000478887,9606.ENSP00000352673,0,0,0,0,0.056,0.292,0,0.300,0.491
MYC,TRRAP,9606.ENSP00000478887,9606.ENSP00000352925,0,0,0,0,0.061,0.875,0,0.993,0.999
MYC,ZEB1,9606.ENSP00000478887,9606.ENSP00000354487,0,0,0,0,0.065,0,0.400,0.673,0.800
MYC,TOP1,9606.ENSP00000478887,9606.ENSP00000354522,0,0,0,0,0.058,0.329,0,0.559,0.697
MYC,MTOR,9606.ENSP00000478887,9606.ENSP00000354558,0,0,0,0,0,0.091,0,0.716,0.730
MYC,FH,9606.ENSP00000478887,9606.ENSP00000355518,0,0,0,0,0.059,0,0,0.420,0.430
MYC,MDM4,9606.ENSP00000478887,9606.ENSP00000356150,0,0,0,0,0.042,0,0,0.507,0.507
MYC,CDC73,9606.ENSP00000478887,9606.ENSP00000356405,0,0,0,0,0,0.366,0,0.595,0.732
MYC,TPR,9606.ENSP00000478887,9606.ENSP00000356448,0,0,0,0,0.068,0.174,0,0.475,0.561
MYC,SGK1,9606.ENSP00000478887,9606.ENSP00000356832,0,0,0,0,0.077,0,0,0.633,0.647
MYC,SDHC,9606.ENSP00000478887,9606.ENSP00000356953,0,0,0,0,0,0,0,0.665,0.665
MYC,LMNA,9606.ENSP00000478887,9606.ENSP00000357283,0,0,0,0,0.110,0.240,0,0.463,0.605
MYC,ROS1,9606.ENSP00000478887,9606.ENSP00000357494,0,0,0,0,0,0.045,0,0.419,0.421
MYC,PRDM1,9606.ENSP00000478887,9606.ENSP00000358092,0,0,0,0,0.088,0,0,0.575,0.596
MYC,NRAS,9606.ENSP00000478887,9606.ENSP00000358548,0,0,0,0,0.076,0.045,0,0.668,0.681
MYC,RBM15,9606.ENSP00000478887,9606.ENSP00000358799,0,0,0,0,0.059,0.300,0,0.377,0.553
MYC,FLNA,9606.ENSP00000478887,9606.ENSP00000358866,0,0,0,0,0.081,0.216,0,0.619,0.701
MYC,SUFU,9606.ENSP00000478887,9606.ENSP00000358918,0,0,0,0,0.086,0,0,0.435,0.461
MYC,NFKB2,9606.ENSP00000478887,9606.ENSP00000358983,0,0,0,0,0.107,0.124,0,0.626,0.682
MYC,RPL5,9606.ENSP00000478887,9606.ENSP00000359345,0,0,0,0,0.108,0.174,0,0.401,0.520
MYC,FUBP1,9606.ENSP00000478887,9606.ENSP00000359804,0,0,0,0,0.048,0.174,0,0.800,0.828
MYC,GNAS,9606.ENSP00000478887,9606.ENSP00000360141,0,0,0,0,0.044,0.161,0,0.353,0.435
MYC,JUN,9606.ENSP00000478887,9606.ENSP00000360266,0,0,0,0,0.079,0.626,0,0.922,0.970
MYC,HSP90AB1,9606.ENSP00000478887,9606.ENSP00000360609,0,0,0,0,0.123,0.174,0,0.861,0.890
MYC,PTEN,9606.ENSP00000478887,9606.ENSP00000361021,0,0,0,0,0.044,0.317,0,0.870,0.908
MYC,ABL1,9606.ENSP00000478887,9606.ENSP00000361423,0,0,0,0,0.087,0.045,0,0.774,0.785
MYC,SDC4,9606.ENSP00000478887,9606.ENSP00000361818,0,0,0,0,0,0.166,0,0.458,0.528
MYC,CCND3,9606.ENSP00000478887,9606.ENSP00000362082,0,0,0,0,0,0,0,0.640,0.640
MYC,ATRX,9606.ENSP00000478887,9606.ENSP00000362441,0,0,0,0,0,0,0,0.675,0.675
MYC,PIM1,9606.ENSP00000478887,9606.ENSP00000362608,0,0,0,0,0.098,0.515,0.400,0.316,0.796
MYC,SRC,9606.ENSP00000478887,9606.ENSP00000362680,0,0,0,0,0.057,0.045,0,0.801,0.805
MYC,TET1,9606.ENSP00000478887,9606.ENSP00000362748,0,0,0,0,0.049,0,0,0.496,0.500
MYC,SRSF3,9606.ENSP00000478887,9606.ENSP00000362820,0,0,0,0,0.062,0.174,0,0.370,0.469
MYC,MED12,9606.ENSP00000478887,9606.ENSP00000363193,0,0,0,0,0.067,0.124,0,0.397,0.464
MYC,FOXO4,9606.ENSP00000478887,9606.ENSP00000363377,0,0,0,0,0.078,0.046,0,0.382,0.409
MYC,ID3,9606.ENSP00000478887,9606.ENSP00000363689,0,0,0,0,0.056,0,0,0.470,0.478
MYC,KLF4,9606.ENSP00000478887,9606.ENSP00000363804,0,0,0,0,0.099,0.045,0,0.942,0.945
MYC,AR,9606.ENSP00000478887,9606.ENSP00000363822,0,0,0,0,0.053,0.045,0,0.695,0.700
MYC,PAX7,9606.ENSP00000478887,9606.ENSP00000364524,0,0,0,0,0,0.092,0,0.371,0.404
MYC,SDHB,9606.ENSP00000478887,9606.ENSP00000364649,0,0,0,0,0,0.161,0,0.524,0.583
MYC,ASXL1,9606.ENSP00000478887,9606.ENSP00000364839,0,0,0,0,0.050,0.152,0,0.336,0.418
MYC,SYK,9606.ENSP00000478887,9606.ENSP00000364898,0,0,0,0,0.045,0.045,0,0.447,0.451
MYC,GATA1,9606.ENSP00000478887,9606.ENSP00000365858,0,0,0,0,0.112,0.051,0,0.560,0.597
MYC,SOX21,9606.ENSP00000478887,9606.ENSP00000366144,0,0,0,0,0,0,0,0.480,0.480
MYC,KDM6A,9606.ENSP00000478887,9606.ENSP00000367203,0,0,0,0,0.074,0.094,0,0.660,0.689
MYC,WT1,9606.ENSP00000478887,9606.ENSP00000368370,0,0,0,0,0.044,0.312,0,0.512,0.651
MYC,GATA3,9606.ENSP00000478887,9606.ENSP00000368632,0,0,0,0,0.123,0.232,0,0.587,0.698
MYC,FOXO1,9606.ENSP00000478887,9606.ENSP00000368880,0,0,0,0,0.102,0.047,0.400,0.612,0.774
MYC,BRCA2,9606.ENSP00000478887,9606.ENSP00000369497,0,0,0,0,0.062,0,0,0.754,0.759
MYC,MLLT3,9606.ENSP00000478887,9606.ENSP00000369695,0,0,0,0,0.054,0.292,0,0.480,0.621
MYC,PSIP1,9606.ENSP00000478887,9606.ENSP00000370114,0,0,0,0,0.044,0.161,0,0.456,0.525
MYC,IRF4,9606.ENSP00000478887,9606.ENSP00000370343,0,0,0,0,0.097,0,0,0.754,0.768
MYC,CDX2,9606.ENSP00000478887,9606.ENSP00000370408,0,0,0,0,0,0,0,0.479,0.479
MYC,CD274,9606.ENSP00000478887,9606.ENSP00000370989,0,0,0,0,0.055,0,0,0.663,0.667
MYC,JAK2,9606.ENSP00000478887,9606.ENSP00000371067,0,0,0,0,0.065,0.045,0,0.624,0.634
MYC,RHOH,9606.ENSP00000478887,9606.ENSP00000371219,0,0,0,0,0.065,0.045,0,0.603,0.614
MYC,CHEK2,9606.ENSP00000478887,9606.ENSP00000372023,0,0,0,0,0.061,0,0,0.608,0.616
MYC,LATS2,9606.ENSP00000478887,9606.ENSP00000372035,0,0,0,0,0.058,0.166,0,0.447,0.527
MYC,NSD2,9606.ENSP00000478887,9606.ENSP00000372351,0,0,0,0,0.058,0,0,0.477,0.486
MYC,STAG1,9606.ENSP00000478887,9606.ENSP00000372689,0,0,0,0,0,0,0.500,0.283,0.626
MYC,ALK,9606.ENSP00000478887,9606.ENSP00000373700,0,0,0,0,0,0.045,0.750,0.602,0.896
MYC,FANCA,9606.ENSP00000478887,9606.ENSP00000373952,0,0,0,0,0.117,0,0,0.524,0.561
MYC,ERCC2,9606.ENSP00000478887,9606.ENSP00000375809,0,0,0,0,0,0.292,0,0.502,0.632
MYC,AKT2,9606.ENSP00000478887,9606.ENSP00000375892,0,0,0,0,0,0.045,0,0.693,0.694
MYC,PAX3,9606.ENSP00000478887,9606.ENSP00000375921,0,0,0,0,0,0.092,0,0.419,0.450
MYC,TFRC,9606.ENSP00000478887,9606.ENSP00000376197,0,0,0,0,0.076,0.124,0,0.542,0.596
MYC,SRSF2,9606.ENSP00000478887,9606.ENSP00000376276,0,0,0,0,0.067,0.161,0,0.400,0.489
MYC,CD79B,9606.ENSP00000478887,9606.ENSP00000376544,0,0,0,0,0.062,0,0,0.473,0.485
MYC,SPOP,9606.ENSP00000478887,9606.ENSP00000377001,0,0,0,0,0,0.510,0,0.480,0.734
MYC,KEAP1,9606.ENSP00000478887,9606.ENSP00000377245,0,0,0,0,0.049,0.045,0,0.522,0.527
MYC,NUMA1,9606.ENSP00000478887,9606.ENSP00000377298,0,0,0,0,0.086,0.174,0,0.289,0.416
MYC,AFF1,9606.ENSP00000478887,9606.ENSP00000378578,0,0,0,0,0.042,0.292,0,0.378,0.541
MYC,NFATC2,9606.ENSP00000478887,9606.ENSP00000379330,0,0,0,0,0.042,0,0,0.400,0.400
MYC,ETV6,9606.ENSP00000478887,9606.ENSP00000379658,0,0,0,0,0.043,0.187,0,0.446,0.531
MYC,HLA-A,9606.ENSP00000478887,9606.ENSP00000379873,0,0,0,0,0.055,0.161,0,0.323,0.416
MYC,CARD11,9606.ENSP00000478887,9606.ENSP00000380150,0,0,0,0,0.042,0,0,0.434,0.434
MYC,NFE2L2,9606.ENSP00000478887,9606.ENSP00000380252,0,0,0,0,0.066,0.531,0.750,0.693,0.961
MYC,PDCD1LG2,9606.ENSP00000478887,9606.ENSP00000380855,0,0,0,0,0.090,0,0,0.399,0.429
MYC,BCL2,9606.ENSP00000478887,9606.ENSP00000381185,0,0,0,0,0.065,0.300,0,0.937,0.955
MYC,TMPRSS2,9606.ENSP00000478887,9606.ENSP00000381588,0,0,0,0,0,0,0,0.471,0.471
MYC,CTNND1,9606.ENSP00000478887,9606.ENSP00000382004,0,0,0,0,0.055,0.216,0,0.395,0.512
MYC,MAP3K1,9606.ENSP00000478887,9606.ENSP00000382423,0,0,0,0,0.099,0.129,0,0.621,0.676
MYC,KDM5A,9606.ENSP00000478887,9606.ENSP00000382688,0,0,0,0,0.074,0.091,0,0.601,0.634
MYC,NCOR2,9606.ENSP00000478887,9606.ENSP00000384018,0,0,0,0,0.055,0.164,0,0.788,0.818
MYC,BCL6,9606.ENSP00000478887,9606.ENSP00000384371,0,0,0,0,0.043,0.045,0.400,0.875,0.922
MYC,CDKN1A,9606.ENSP00000478887,9606.ENSP00000384849,0,0,0,0,0.105,0.320,0.500,0.945,0.981
MYC,XPO1,9606.ENSP00000478887,9606.ENSP00000384863,0,0,0,0,0.047,0.359,0,0.529,0.687
MYC,NCOA1,9606.ENSP00000478887,9606.ENSP00000385216,0,0,0,0,0,0,0,0.627,0.627
MYC,SETD2,9606.ENSP00000478887,9606.ENSP00000386759,0,0,0,0,0.055,0,0,0.681,0.685
MYC,CXCR4,9606.ENSP00000478887,9606.ENSP00000386884,0,0,0,0,0.067,0,0,0.583,0.594
MYC,CREB1,9606.ENSP00000478887,9606.ENSP00000387699,0,0,0,0,0.057,0,0,0.785,0.789
MYC,TCF12,9606.ENSP00000478887,9606.ENSP00000388940,0,0,0,0,0,0.187,0,0.690,0.737
MYC,IDH1,9606.ENSP00000478887,9606.ENSP00000390265,0,0,0,0,0,0,0,0.740,0.740
MYC,MITF,9606.ENSP00000478887,9606.ENSP00000391803,0,0,0,0,0,0,0,0.659,0.659
MYC,CYLD,9606.ENSP00000478887,9606.ENSP00000392025,0,0,0,0,0,0,0,0.406,0.406
MYC,FGFR1,9606.ENSP00000478887,9606.ENSP00000393312,0,0,0,0,0,0,0,0.590,0.590
MYC,CDK12,9606.ENSP00000478887,9606.ENSP00000398880,0,0,0,0,0,0.194,0,0.446,0.535
MYC,HMGA1,9606.ENSP00000478887,9606.ENSP00000399888,0,0,0,0,0.103,0.174,0,0.321,0.452
MYC,NCOA2,9606.ENSP00000478887,9606.ENSP00000399968,0,0,0,0,0,0,0,0.620,0.620
MYC,EWSR1,9606.ENSP00000478887,9606.ENSP00000400142,0,0,0,0,0.098,0.161,0,0.507,0.594
MYC,RHOA,9606.ENSP00000478887,9606.ENSP00000400175,0,0,0,0,0.049,0.045,0,0.724,0.727
MYC,RAF1,9606.ENSP00000478887,9606.ENSP00000401888,0,0,0,0,0.055,0.444,0,0.571,0.755
MYC,NDRG1,9606.ENSP00000478887,9606.ENSP00000404854,0,0,0,0,0.109,0.510,0,0.431,0.730
MYC,ETV1,9606.ENSP00000478887,9606.ENSP00000405327,0,0,0,0,0.044,0.052,0,0.393,0.401
MYC,ESR1,9606.ENSP00000478887,9606.ENSP00000405330,0,0,0,0,0.053,0.620,0.500,0.913,0.982
MYC,PBX1,9606.ENSP00000478887,9606.ENSP00000405890,0,0,0,0,0.045,0,0,0.417,0.419
MYC,HRAS,9606.ENSP00000478887,9606.ENSP00000407586,0,0,0,0,0.059,0.045,0,0.868,0.871
MYC,IGF2BP2,9606.ENSP00000478887,9606.ENSP00000410242,0,0,0,0,0.074,0.240,0,0.419,0.555
MYC,FGFR2,9606.ENSP00000478887,9606.ENSP00000410294,0,0,0,0,0,0,0,0.507,0.507
MYC,MAP2K4,9606.ENSP00000478887,9606.ENSP00000410402,0,0,0,0,0.061,0,0,0.432,0.443
MYC,CNBP,9606.ENSP00000478887,9606.ENSP00000410769,0,0,0,0,0.083,0.171,0,0.590,0.661
MYC,PTPRC,9606.ENSP00000478887,9606.ENSP00000411355,0,0,0,0,0.086,0,0,0.593,0.612
MYC,FHIT,9606.ENSP00000478887,9606.ENSP00000418582,0,0,0,0,0.064,0,0,0.472,0.484
MYC,CDKN2A,9606.ENSP00000478887,9606.ENSP00000418915,0,0,0,0,0.055,0.783,0.900,0.929,0.998
MYC,BRCA1,9606.ENSP00000478887,9606.ENSP00000418960,0,0,0,0,0.049,0.825,0,0.995,0.999
MYC,BRAF,9606.ENSP00000478887,9606.ENSP00000419060,0,0,0,0,0.055,0.045,0,0.716,0.722
MYC,KLF6,9606.ENSP00000478887,9606.ENSP00000419923,0,0,0,0,0.076,0.045,0,0.375,0.400
MYC,DROSHA,9606.ENSP00000478887,9606.ENSP00000425979,0,0,0,0,0.049,0.057,0,0.691,0.698
MYC,CEBPA,9606.ENSP00000478887,9606.ENSP00000427514,0,0,0,0,0.049,0.294,0.500,0.749,0.904
MYC,PIK3R1,9606.ENSP00000478887,9606.ENSP00000428056,0,0,0,0,0.057,0.065,0,0.661,0.675
MYC,UBR5,9606.ENSP00000478887,9606.ENSP00000429084,0,0,0,0,0.076,0.565,0,0.577,0.815
MYC,IKBKB,9606.ENSP00000478887,9606.ENSP00000430684,0,0,0,0,0.060,0.294,0,0.693,0.778
MYC,NTRK1,9606.ENSP00000478887,9606.ENSP00000431418,0,0,0,0,0,0.142,0,0.507,0.559
MYC,JAK3,9606.ENSP00000478887,9606.ENSP00000432511,0,0,0,0,0.087,0.045,0,0.638,0.657
MYC,MAML2,9606.ENSP00000478887,9606.ENSP00000434552,0,0,0,0,0.042,0,0.500,0.399,0.686
MYC,BCLAF1,9606.ENSP00000478887,9606.ENSP00000435210,0,0,0,0,0.055,0.161,0,0.308,0.403
MYC,KMT2A,9606.ENSP00000478887,9606.ENSP00000436786,0,0,0,0,0.055,0.176,0,0.585,0.648
MYC,DICER1,9606.ENSP00000478887,9606.ENSP00000437256,0,0,0,0,0,0.067,0,0.608,0.619
MYC,LATS1,9606.ENSP00000478887,9606.ENSP00000437550,0,0,0,0,0,0.165,0,0.479,0.546
MYC,HMGA2,9606.ENSP00000478887,9606.ENSP00000437621,0,0,0,0,0.058,0.174,0,0.712,0.756
